mid,title,rating,rank,type,genre,rdate,language,cover,description,trailer,released 
0071411,Dersu Uzala,8.3,151,movie,"['Adventure', 'Biography', 'Drama']",02 Aug 1975 (Japan),"['Russian', 'Chinese']",https://m.media-amazon.com/images/M/MV5BYWY0OWJlZTgtMWUzNy00MGJhLTk5YzQtNmY5MDEwOTIxNjMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"['The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.', 'A Russian army explorer who is rescued in Siberia by a rugged Asian hunter renews his friendship with the woodsman years later when he returns as the head of a larger expedition. The hunter finds that all of his nature lore is of no help when he accompanies the explorer back to civilization.::Keith Loh <loh@sfu.ca>', 'In 1902, a Russian army expedition is assigned to explore Siberia under the command of Captain Vladimir Arseniev. He befriends the Goldi (Nanai) hunter Dersu Uzala and invites him to guide the explorers through the stark forest up to Khanka Lake. Along their journey, Arseniev discovers that Dersu Uzala is a man with a beautiful soul, and they become close friends. When his assignment ends, Dersu Uzala says goodbye to Arseniev. In 1907, Captain Arseniev is assigned to another expedition at the Ussuri River; when he meets Dersu Uzala in the forest, the lonely hunter joins his team and guides the group. However, he is older and has problems with his vision, and Captain Arseniev invites Dersu Uzala to live with his family in Khabarovsk City. But the old man does not adapt to the urban lifestyle and decides to return to the forest. In 1910, Captain Arseniev is called to Korfovskaïa to identify the body of a man who has his calling card and might be Dersu Uzala.::Claudio Carvalho, Rio de Janeiro, Brazil', ""1902. A group of Russian soldiers, led by Captain Vladimir Arseniev, are on assignment to survey the harsh wilderness of the Ussuri region of East Siberia. On their travels, they meet Dersu Uzala, a nomadic Goldi all alone in the world since smallpox took the lives of his wife and children, he who lives solely by hunting, both for food and what he can sell. From his knowledge of the land through which they must travel, Arseniev hires Dersu to be their guide. While Dersu's ways are seemingly simple to many of the soldiers, he and Arseniev form an emotional bond, for Arseniev because of Dersu's kindness not only toward him and the others, but his deep spirituality and wisdom about the life he leads. The story of their friendship is told, one that cannot be fully bridged due to the two very different worlds in which they generally inhabit.::Huggo""]",,TRUE,1975
0071315,Chinatown,8.2,152,movie,"['Drama', 'Mystery', 'Thriller']",09 Feb 2013 (India),"['English', 'Cantonese', 'Spanish']",https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"['A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.', ""In 1937 Los Angeles, private investigator Jake 'J.J.' Gittes specializes in cheating-spouse cases. His current target is Hollis Mulwray, high-profile chief engineer for the Los Angeles Department of Water and Power, whose wife suspects him of infidelity. In following Mulwray, Gittes witnesses some usual business dealings, such as a public meeting for construction of a new dam to create additional water supply for Los Angeles, as fresh water is vital to the growing community during the chronic drought; Mulwray opposes the dam. Eventually Gittes sees Mulwray meeting with an unknown young woman who isn't his wife. Once news of the supposed tryst between Mulwray and this woman hits the media, additional information comes to light that makes Gittes believe that Mulwray is being framed for something and that he himself is being set up. In his investigation of the issue behind Mulwray's framing and his own setup, Gittes is assisted by Mulwray's wife Evelyn, but he thinks she isn't being forthright with him. The further he gets into the investigation, the more secrets he uncovers about the Mulwrays' professional and personal dealings, including Mulwray's former business-partnership with Evelyn's father, Noah Cross. The identity of the unknown woman may be the key to uncovering the whole story.::Huggo"", ""In 1937 Los Angeles, private detective J.J. Gittes is hired by a woman to investigate whether her husband is having an affair. The husband, Hollis Mulwray, is the chief water engineer for the city of Los Angeles. Soon after Gittes delivers the photos that seem to confirm her suspicions, he meets the man's real wife and, intrigued, investigates further. Then Hollis Mulwray turns up dead.::grantss"", ""Profoundly cynical but also empathetic, 1937 Los Angeles' well-dressed private investigator and expert in adultery cases, Jake Gittes, runs a successful business. Then, all of a sudden, a cryptic blonde walks into his office, convinced that her husband, Hollis Mulwray, the chief engineer for the Los Angeles Department of Water and Power, is having an affair. And, just like that, Gittes finds himself entangled in a murky case of deceit and murder. As a result, corrupt government officials and murderous henchmen are after Gittes for sticking his nose into an elaborate and dangerous conspiracy, and as if that weren't enough, Jake is now starting to believe that he's been had. However, in this thorny case, almost everybody has a skeleton in the closet. Can Gittes get to the bottom of it before it is too late?::Nick Riganas"", 'In 1937, in Los Angeles, the private investigator J.J. Gittes is hired by a woman called Evelyn Mulwray to follow her husband Hollis Mulwray to know if he is having an affair. Hollis is the Los Angeles Department of Water and Power Chief Engineer, who is refusing to create a new water reservoir that he considers unsafe. Soon Gittes sees Hollis with a girl and photographs them. Then he follows Hollis, and he sees water being released from the reservoir during the night. On the next morning, his photos of Hollis are published on a newspaper but when he returns to his office, he meets the real Evelyn Mulwray with her lawyer to sue him. Gittes realizes that he was deceived by someone that wanted to harm Hollis Mulwray, but soon he finds that the chief engineer was drowned in the reservoir. His further investigation shows that the water supply is disrupted to the local farmers and someone is buying the cheap lands to profit in the near future.::Claudio Carvalho, Rio de Janeiro, Brazil', 'Los Angeles detective Jake Gittes is hired by a ""Mrs. Mulwray"" to spy on her husband. Shortly after Gittes is hired, the real Mrs. Mulwray appears in his office threatening to sue if he doesn\'t drop the case immediately. Gittes pursues the case anyway, slowly uncovering a vast conspiracy centering on water management, state and municipal corruption, land use, and real estate; and involving at least one murder.::filmfactsman']",https://www.youtube.com/watch?v=T37QkBc4IGY,TRUE,2013
0096283,My Neighbor Totoro,8.2,153,movie,"['Animation', 'Comedy', 'Family', 'Fantasy']",01 Feb 2020 (India),['Japanese'],https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"['When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.', 'Two young girls, 10-year-old Satsuki and her 4-year-old sister Mei, move into a house in the country with their father to be closer to their hospitalized mother. Satsuki and Mei discover that the nearby forest is inhabited by magical creatures called Totoros (pronounced toe-toe-ro). They soon befriend these Totoros, and have several magical adventures.::Christopher E. Meadows <cmeadows@nyx.cs.du.edu>']",https://www.youtube.com/watch?v=92a7Hj0ijLs,TRUE,2020
0120735,"Lock, Stock and Two Smoking Barrels",8.2,154,movie,"['Action', 'Comedy', 'Crime']",28 Aug 1998 (UK),['English'],https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,"['Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.', 'Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heroes decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam.', ""Eddy has been known as a cardsharp since he was young. So he and his three friends Soap, Tom and Bacon all decide to chip in £25,000 each to allow him to play in an illegal high-roller game run by one of the local villains, Hatchet Harry. However, Eddy didn't realize the game was crooked and he ends up owing Harry £500,000 with dire threats about losing his fingers one at a time if he doesn't pay within a week! Eddy and his friends discuss various completely illegal schemes to obtain the money and eventually decide to rip-off the gang of thieves next door who themselves are planning to raid a clandestine drug growing operation which keeps all of its money in shoe boxes where they grow the cannabis plants. The scheme is simple enough but the best laid plans of mice and men always seems to go awry as does this one. As extreme chaos breaks loose the violence and associated body count spiral out of control, Eddy and his friends realize that they are out of their depth and desperately try to find a way out before they too find themselves among the casualties!::Mark Smith <msmith@osi.co.uk>"", 'Four Cockney wide-boys are tricked into owing 500,000 nicker to the local gang-land boss and porn king, \'Hatchet\' Harry Lonsdale. With the very real threat of finger amputation looming over them the lads come up with a plan to nick the cash from their next-door neighbours: a gang of hardcase drug-dealers... Meanwhile, \'Hatchet\' ain\'t none too pleased when a pair of antique shotguns wot he wants are sold on by a pair of Scouse thieves, to be used in a ""job""... The involvement of a conscientious debt-collector, some public school ""chemists"", a psychotic hash-baron, a lot of guns and knives, ensures that karma is surrealistically resolved (just!) before the end credits roll...::Ian Miller <imiller@csd.abdn.ac.uk>']",,TRUE,1998
1130884,Shutter Island,8.2,155,movie,"['Mystery', 'Thriller']",04 Jun 2010 (India),"['English', 'German']",https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"['In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.', 'In 1954, up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston\'s Shutter Island Ashecliffe Hospital. He\'s been pushing for an assignment on the island for personal reasons, but before long he thinks he\'s been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy\'s shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.::alfiehitchie', ""Federal Marshall Teddy Daniels and his new partner Chuck Aule travel to a government-run institution for the criminally insane on Shutter Island, near Boston, when there is a report that a prisoner has gone missing. Daniels, weighed down with his own baggage, has his own reasons for wanting to get to the island. He is still traumatized from what he saw when his army unit liberated one of the Nazi concentration camps at the end of World War II, and still haunted by his wife's more-recent death in a fire. The head of the hospital, Dr. John Cawley, treats him decently, but others give the agents a cooler reception. Daniels particularly wants to find out what goes on in the ward that's reserved for the most serious offenders. As he begins to peel away the layers of deceit, it becomes obvious that not all is as it seems.::garykmcd"", ""Assigned the thorny task of investigating the incomprehensible disappearance of a deranged child-murderess, troubled U.S. Marshal Teddy Daniels and his new partner, Chuck Aule, travel to Ashecliffe Hospital: Shutter Island's impregnable asylum for the criminally insane. Soon, within the dark purgatory's thick stone walls, indescribable nuances of medical malpractice suggest that the institution's cryptic senior psychiatrists must be hiding something. Then, a raging tempest traps patients and investigators alike in the dark off-shore prison, triggering Teddy's crippling migraines and gruesome flashbacks of a haunting past. Is the already perplexed detective losing his grip on reality?::Nick Riganas"", ""In 1954, Federal Marshal Teddy Daniels and his new partner Chuck Aule travel from Seattle to Shutter Island to investigate the disappearance of a patient there, Rachel Solando. She had been sectioned at the institution for dangerous criminals at Ashcliffe Hospital because she drowned her three kids. Teddy is a veteran WWII soldier, traumatized by the war experience in the liberation of the Dachau concentration camp and the loss of his beloved wife in a criminal fire. Teddy is unable to access the records of employees and patients and feels that the management by the Federal facility are obstructing his investigations. Severe migraines hit Teddy as a storm hits the island, and he and Chuck discover that they're stranded. Teddy interviews the internees and follows a lead to the lighthouse, where he discloses the mystery of Shutter Island.::Claudio Carvalho, Rio de Janeiro, Brazil""]",https://www.youtube.com/watch?v=5iaYLCiq5RM,TRUE,2010
0015864,The Gold Rush,8.2,156,movie,"['Adventure', 'Comedy', 'Drama', 'Western']",13 Jul 1925 (Brazil),['English'],https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"['A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.', 'A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.::John J. Magee <magee@helix.mgh.harvard.edu>', ""The Little Tramp goes prospecting for gold in the Klondike. Conditions are harsh, there is little in the way of comfort or food and even less it seems in the way of gold. Thanksgiving dinner for himself and Big Jim Mckay consists of a boiled boot. Once in town, he meets the beautiful Georgia at the Monte Carlo dance hall. He finds himself in competition with the ladies man who has his eyes on Georgia as well. Meanwhile, Black Larsen - wanted by the police - tries to steal Big Jim McKay's claim. Big Jim tries to stop him but knocked unconscious, he loses his memory. Back in town, the little tramp tries to impress Georgia. When Big Jim arrives, he regains his memory and he and the Little Tramp set off to make their fortune. Sailing home as rich men, the Little Tramp has one more chance to unite with Georgia.::garykmcd"", 'During the Gold Rush, prospectors hoping to find fortune travel to Chilkoot Pass, a high mountain of harsh and dangerous conditions. Big Jim, a gold prospector has just discovered a massive stash of gold on his patch of land. When a blizzard strikes, and A Lone Prospector gets lost in the same storm, the two must fight for the territory. As they encounter one adventure after another, The Lone Prospector is lead to and eventually meets the love of his life.::Kyle Perez']",,TRUE,1925
0477348,No Country for Old Men,8.1,157,movie,"['Crime', 'Drama', 'Thriller']",18 Jan 2008 (India),"['English', 'Spanish']",https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@.jpg,"['Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.', 'In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart.::Kenneth Chisholm (kchishol@rogers.com)', ""1980, West Texas. While out hunting down by the US-Mexico border, good ol' Texas boy Llewelyn Moss, a welder by day who lives in a trailer park in Sanderson with his wife Carla Jean, comes across what is a drug deal gone wrong. What he finds are all the players left at the scene dead or near death and a satchel filled with $2 million which he takes, despite knowing that someone will be looking for the money and is probably willing to kill for it. As such, he not only tries to protect himself in the process of trying to find out who will be after the money, but also Carla Jean by sending her away. A person hired to retrieve the money is Anton Chigurh, who indeed will kill anyone, including innocent bystanders, necessary to get to his end goal, with a high pressure air pistol his weapon of choice especially as it leaves no bullet as evidence. Chigurh, in deciding who should live or die in his day to day life, also uses his own psychopathic set of principles. Chirgurh quickly learns that Moss has the money and is on the run. Also on both their trails is Terrell County Sheriff Ed Tom Bell and his naive deputy Wendell. Bell, a third generation sheriff, has of late contemplated his professional future solely because of the notion that he and his like have not been able to do anything to control the increasing violence of the region. Bell finds evidence that Moss has the money and that someone, who has left a trail of carnage behind him, is after Moss and the money. As such, Bell tries to find Moss solely to protect him from whoever is after him. One other person added to the mix is Carson Wells, hired by the same person that hired Chigurh also to retrieve the money, as their employer feels that Chigurh has gotten out of control. Wells knows Chigurh well and knows that he will not take too kindly to anyone else brought in on his job.::Huggo"", 'In the desert of Rio Grande, a drug deal goes wrong and Llewellyn Moss, the welder, finds 2 million dollars in a box. He keeps the money for himself but an unemotional psychopathic killer Chigurh chases him. He kills everyone that comes in front of him to get the welder, using a unique weapon of his own. By this time the elderly sheriff Ed Tom tries to go through and to as deed as possible of the matter.', ""After stumbling across a case of money among dead bodies, Llewelyn Moss (Josh Brolin) thinks he can keep it quiet, but when silent killer Anton Chigurh (Javier Bardem) locates Moss and his money, Vietnam veteran Moss makes a run for it. With bodies falling everywhere Anton goes, it's only a matter of time before he catches up with Llewelyn. Whilst all this is going on, Sheriff Ed Tom Bell (Tommy Lee Jones) is overseeing the investigation and begins to see the country in a different light than it once was.::FilmFanUk"", 'After he finds $2 million in the desert where a drug deal has apparently gone wrong, working man Llewelyn Moss (Josh Brolin) finds himself on the run. His pursuer is Anton Chigurh (Javier Bardem), an unemotional killer with a unique murder weapon at his disposal. Throughout, soon to be retired Sheriff Ed Tom Bell (Tommy Lee Jones) attempts to convince Moss, mostly through his wife Carla Jean, that he should turn the money over to the authorities or this could all end in tragedy.::garykmcd']",https://www.youtube.com/watch?v=38A__WT3-o0,TRUE,2008
0046912,Dial M for Murder,8.2,158,movie,"['Crime', 'Thriller']",24 Jul 2020 (India),['English'],https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"[""A former tennis player tries to arrange his wife's murder after learning of her affair."", 'In London, wealthy Margot Mary Wendice had a brief love affair with the American writer Mark Halliday while her husband and professional tennis player Tony Wendice was on a tennis tour. Tony quits playing to dedicate to his wife and finds a regular job. She decides to give him a second chance for their marriage. When Mark arrives from America to visit the couple, Margot tells him that she had destroyed all his letters but one that was stolen. Subsequently she was blackmailed, but she had never retrieved the stolen letter. Tony arrives home, claims that he needs to work and asks Margot to go with Mark to the theater. Meanwhile Tony calls Captain Lesgate (aka Charles Alexander Swann who studied with him at college) and blackmails him to murder his wife, so that he can inherit her fortune. But there is no perfect crime, and things do not work as planned.::Claudio Carvalho, Rio de Janeiro, Brazil', ""After learning that his wife Margot had a brief affair with mystery writer Mark Halliday, Tony Wendice decides he's going to kill her. He wants to provide himself with an ironclad alibi and so blackmails a one-time schoolmate with a shady past, Charles Swann, to do the killing for him. The plan is simple. He will give Swann a key to their flat and while he and Halliday are out at a dinner, Swann can let himself into the flat and strangle her. It all goes as planned but Margot successfully defends herself, killing Swann in the process. She is convicted of his murder - Tony had planted evidence to suggest that he had been blackmailing her - and soon finds herself in prison awaiting execution on the gallows. It's left to Mark Halliday and a sympathetic policeman, Chief Inspector Hubbard, to uncover Wendice's plan and get the evidence to arrest him.::garykmcd"", 'Residing in London, former tennis pro turned sporting goods salesman Tony Wendice and socialite Margot Wendice have a loving, happy marriage,... or so it appears on the surface. In reality, Margot fell out of love with Tony as a traveling tennis wife, and began an affair with American writer Mark Halliday, who she still loves. Margot decided to make a go of the marriage when Tony gave up tennis for a more steady job, but she still kept one keepsake from Mark, a love letter, which she carried with her everywhere in whatever handbag she was using, that is until the letter was stolen from her handbag. An unknown person is blackmailing her with the letter, threatening to expose the affair to Tony, something she has told no one except Mark. The blackmailer, which in reality is not blackmail but part of a larger plot, is Tony himself. When first discovering the affair, Tony had thought about killing Mark. But now, his carefully thought out plan is to have Margot killed so that he can live off her wealth. That plan, which only recently coalesced into a beginning to end detailed plot, involves blackmailing old college associate Charles Swann, who Tony has recently learned has turned to a life of fraud and murder. While Tony is out for the evening with a visiting Mark, Swann will kill Margot at the Wendice apartment. Tony will have an alibi and Swann should be able to get away scot-free as he has no formal ties to the Wendices and thus no motive to kill Margot. Although Tony considers the plan foolproof, it does not come off quite as planned, with Margot surviving the attack. Tony has to decide what to do, if he should just hide his involvement in the murder plot, or if he has a Plan B up his sleeve still to get rid of Margot for good. Who may factor into what happens are Mark, who will do whatever to help Margot, most specifically using his creative writing skills, and the lead police investigator, Chief Inspector Hubbard, who may see the crime scene in a slightly different light than the average Joe.::Huggo', 'Ex-tennis pro Tony Wendice decides to murder his wife for her money and because she had an affair the year before. He blackmails an old college associate to strangle her, but when things go wrong he sees a way to turn events to his advantage.::Col Needham <col@imdb.com>', ""Tony Wendice learns that his wife, Margo had an affair but even though it's over, he decided to kill her but chose to bide his time. He waited until Mark Halliday, his wife's boyfriend, returned to town. He then placed his plan in order. He summoned a man, whose reputation is a bit shady, and reveals that he knows his secrets but also tells him about his wife and her boyfriend and that they are each the beneficiary of their estates. He gets the man to agree to kill his wife and he has laid out what appears to be perfect plan. Only thing is the man was the one who was killed. Wendice trying to cover everything up, decides then to make it appear that Margo had an ulterior motive for killing the man. And it appears to be working except Halliday doesn't believe she's guilty and the police uncover a few anomalies.::rcs0411@yahoo.com""]",,TRUE,2020
0050976,The Seventh Seal,8.2,159,movie,"['Drama', 'Fantasy']",16 Feb 1957 (Sweden),"['Swedish', 'Latin']",https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"['A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.', 'A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.::John Vogel <jlvogel@comcast.net>', ""Returning home from the Crusades, Swedish knight Antonius Block and his squire Jöns find the land ravaged by the plague. Block finds that people everywhere are living in fear believing it is God's punishment and that the end has come. Block has lost his faith and is looking for answers so when Death comes for him the knight challenges him to a game of chess. The countryside is bleak and many search for answers though none seem to be found. Block makes it to his home and believes he has the upper hand - but Death will have his way.::garykmcd"", ""In medieval times, Antonius Block, a knight, and his squire Jöns have just returned to their Swedish homeland after fighting in the Crusades, only to find the plague ravishing their country. In their travels toward home, Antonius, without Jöns' knowledge, comes across the personification of Death, who wants to take Antonius' life. Antonius has long felt Death's presence around him. As he feels he has more to do in his life, Antonius challenges Death to a chess match, the outcome which will determine Antonius' fate and that of others around him with regard to Death. Because of what has happened around him, Antonius has lost faith in God, and instead is looking for knowledge in why things happen. He feels he has one more important act in his life before he dies. In his continuing chess match and their trek toward home, Antonius and Jöns stumble across an acting troupe, who are performing among others a passion play. Antonius offers them safer travels with him and Jöns through the forest to his castle to avoid the plague. His time with the troupe may provide Antonius with some of those answers for which he is looking, especially his encounters with husband and wife, Jof and Mia, and their infant son, Mikael.::Huggo"", ""Max Von Sydow stars as a 14th century knight named Antonius Block, wearily heading home after ten years' worth of combat. Disillusioned by unending war, plague, and misery Block has concluded that God does not exist. As he trudges across the wilderness, Block is visited by Death (Bengt Ekerot), garbed in the traditional black robe. Unwilling to give up the ghost, Block challenges Death to a game of chess. If he wins, he lives -- if not, he'll allow Death to claim him."", 'When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.::hassaanahmed-96661']",,TRUE,1957
1160419,Dune,8.2,160,movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",22 Oct 2021 (India),"['English', 'Mandarin']",https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,"[""Feature adaptation of Frank Herbert's science fiction novel, about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy."", 'A mythic and emotionally charged hero\'s journey, ""Dune"" tells the story of Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, who must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet\'s exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity\'s greatest potential-only those who can conquer their fear will survive.::Warner Bros.', 'In the far future of humanity, Duke Leto Atreides accepts stewardship of the dangerous desert planet Arrakis, the only source of the most valuable substance in the universe, ""the spice"", a drug which extends human life and provides accelerated levels of thought.', ""Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.::yusufpiskin""]",https://www.youtube.com/watch?v=n9xhJrPXop4,TRUE,2021
0084787,The Thing,8.1,161,movie,"['Horror', 'Mystery', 'Sci-Fi']",10 Dec 1982 (India),"['English', 'Norwegian']",https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"['A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.', 'A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.::grantss', 'During an exploration in Antarctica, a group of researchers come across a Norwegian facility near their research station. They soon come to realize Something horrible happened there. After discovering that the Norwegians had stumbled across something horrific; they leave, but something comes back with them.', ""An American scientific expedition to the frozen wastes of the Antarctic is interrupted by a group of seemingly mad Norwegians pursuing and shooting a dog. The helicopter pursuing the dog explodes, eventually leaving no explanation for the chase. During the night, the dog mutates and attacks other dogs in the cage and members of the team that investigate. The team soon realizes that an alien life-form with the ability to take over other bodies is on the loose and they don't know who may already have been taken over.::Goth <brooks@odie.ee.wits.ac.za>"", 'In the midst of the Antartican snowfield, the scientists and workers of a small American research base are shocked when a helicopter begins to circle their camp, chasing and shooting at a dog. When the helicopter is destroyed and the passengers are killed, the dog is let into the base and the Americans begin to wonder what has actually happened. The helicopter has Norwegian markings, must be from the Norwegian base not too far from their own. A team of Americans are sent to the Norwegian base and find out what has happened. On arrival, they find that the place has been totally destroyed. They also discover a mangled body that looks as though it was once that of a person, which they bring back with them for further study. It is only then that the clues begin to add up; the dog morphs horribly into a strange creature that attacks the researchers. They manage to fight it off, but they come to a terrible conclusion: an alien with the power to transform and take the appearance of anybody else is amongst them. Who is infected already, and who can be trusted? Helicopter pilot R.J. MacReady sets out to find the answers to exactly that.::Tomius J. Barnard', ""Members of an American scientific research outpost in Antarctica find themselves battling a parasitic alien organism capable of perfectly imitating its victims. They soon discover that this task will be harder than they thought, as they don't know which members of the team have already been assimilated and their paranoia threatens to tear them apart.::Denny Gibbons""]",https://www.youtube.com/watch?v=Txjm94GnrPA,TRUE,1982
